text,difficulty,user_answer,correct_answer
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Tetrahedral,Tetrahedral
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Tetrahedral,Tetrahedral
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Tetrahedral,Tetrahedral
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Tetrahedral,Tetrahedral
What is the correct Lewis dot structure for carbon dioxide (CO₂)?,0.50,A,A
asdfadf,0.50,b,c
Testing ,0.50,d,b
asdfadf,0.50,b,c
asdfadf,0.50,c,c
asdfadf,0.50,c,c
Testing ,0.50,d,b
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,4-methyl-3-penten-2-one,"1,3-dimethyl-2-pentenal"
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,4-methyl-3-penten-2-one,"1,3-dimethyl-2-pentenal"
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,"1,3-dimethyl-2-pentenal","1,3-dimethyl-2-pentenal"
Testing ,0.50,c,b
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,4-methyl-3-penten-2-one,"1,3-dimethyl-2-pentenal"
Testing ,0.50,c,b
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,4-methyl-3-penten-2-one,"1,3-dimethyl-2-pentenal"
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,"2-butyne-1,4-diol",2-butenodial
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,"1,3-dimethyl-2-pentenal","1,3-dimethyl-2-pentenal"
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,"2-butyne-1,4-diol",2-butenodial
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,"1,2-cyclobutanediol",2-butenodial
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,"1,2-cyclobutanediol",2-butenodial
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,"1,3-dimethyl-2-pentenal","1,3-dimethyl-2-pentenal"
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,H3PO4 & heat; CH2I2 + Zn(Cu),PCC in CH2Cl2; (C6H5)3P=CH2
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,H3PO4 & heat; CH2I2 + Zn(Cu),PCC in CH2Cl2; (C6H5)3P=CH2
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,PCC in CH2Cl2; (C6H5)3P=CH2,PCC in CH2Cl2; (C6H5)3P=CH2
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,PCC in CH2Cl2; (C6H5)3P=CH2,PCC in CH2Cl2; (C6H5)3P=CH2
What is the major product of this reaction?,0.60,2-chlorobutane,2-chlorobutane
What is the major product of this reaction?,0.60,2-chlorobutane,2-chlorobutane
Which type of reaction occurs when ethene reacts with bromine?,0.60,Addition,Addition
Which of the following Wittig reagents would be useful for converting R2C=O into R2CHCH=O?,0.70,(C6H5)3P=CH-CH3,(C6H5)3P=CH-CH=CH2
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Trigonal planar,Tetrahedral
Test3,0.50,B,A
What is the correct Lewis dot structure for carbon dioxide (CO₂)?,0.50,C,A
What is the correct Lewis dot structure for carbon dioxide (CO₂)?,0.50,C,A
asdfadf,0.50,b,c
asdfadf,0.50,b,c
Which of the following compounds is not named correctly?,0.60,phenylacetaldehyde,2-methyl-3-heptanone
Which of the following compounds is not named correctly?,0.60,phenylacetaldehyde,2-methyl-3-heptanone
Test3,0.50,D,A
Test3,0.50,D,A
The Wittig reaction takes place between a carbonyl compound and a phosphorus ylide. Which of the following represents the dipolar contributor to such an ylide?,0.70,I & II,III only
What is the correct Lewis dot structure for carbon dioxide (CO₂)?,0.50,A,A
The Wittig reaction takes place between a carbonyl compound and a phosphorus ylide. Which of the following represents the dipolar contributor to such an ylide?,0.70,I & II,III only
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,PCC in CH2Cl2; CH3MgBr; H3PO4 & heat,PCC in CH2Cl2; (C6H5)3P=CH2
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,"1,3-dimethyl-2-pentenal","1,3-dimethyl-2-pentenal"
asdfadf,0.50,b,c
Testing ,0.50,b,b
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,"1,2-cyclobutanediol",2-butenodial
asdfadf,0.50,b,c
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Tetrahedral,Tetrahedral
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,PCC in CH2Cl2; (C6H5)3P=CH2,PCC in CH2Cl2; (C6H5)3P=CH2
Which of the following Wittig reagents would be useful for converting R2C=O into R2CHCH=O?,0.70,(C6H5)3P=CH-CH3,(C6H5)3P=CH-CH=CH2
What is the functional group present in alcohols?,0.40,Hydroxyl (-OH),Hydroxyl (-OH)
Which of the following compounds is not named correctly?,0.60,para-bromoacetophenone,2-methyl-3-heptanone
Which of the following is a correct name for (CH3)2C=CHCOCH3?,0.40,"1,3-dimethyl-2-pentenal","1,3-dimethyl-2-pentenal"
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,"2-butyne-1,4-diol",2-butenodial
Which of the following Wittig reagents would be useful for converting R2C=O into R2CHCH=O?,0.70,(C6H5)3P=Cl2,(C6H5)3P=CH-CH=CH2
The Wittig reaction takes place between a carbonyl compound and a phosphorus ylide. Which of the following represents the dipolar contributor to such an ylide?,0.70,II only,III only
Testing ,0.50,B,b
What is the functional group present in alcohols?,0.40,Hydroxyl (-OH),Hydroxyl (-OH)
What is the functional group present in alcohols?,0.40,Carbonyl (-C=O),Hydroxyl (-OH)
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Tetrahedral,Tetrahedral
The Wittig reaction takes place between a carbonyl compound and a phosphorus ylide. Which of the following represents the dipolar contributor to such an ylide?,0.70,I & IV,III only
Test3,0.50,C,A
Test3,0.50,B,A
What is the molecular geometry around the carbon atom in methane (CH4)?,0.50,Linear,Tetrahedral
Which type of reaction occurs when ethene reacts with bromine?,0.60,Addition,Addition
Which of the following reaction sequences would be best for converting cyclohexanol to methylenecyclohexane?,0.60,H3PO4 & heat; CH2I2 + Zn(Cu),PCC in CH2Cl2; (C6H5)3P=CH2
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
"Two equivalents of the Wittig reagent (CH3)2C=CH-P(C6H5)3 were allowed to react with a C4H4O2 compound. The chief product was 2,11-dimethyl-2,4,6,8,10-dodecapentaene. What was the C4H4O2 compound used in this reaction?",0.80,2-butenodial,2-butenodial
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.50,1-bromo-3-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,2.50,1-bromo-3-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-2-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-2-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.00,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,2.00,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.50,1-bromo-3-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,2.50,1-bromo-3-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,3.00,"5-propyl-3,4-dimethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,2.00,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,0.65,1-ethylpent-3-ene,3-ethylpent-1-ene
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-propylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for this compound?,0.50,1-bromo-2-chloropropane,1-bromo-2-chloropropane
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,0.65,3-ethylpent-1-ene,3-ethylpent-1-ene
What is the IUPAC name for the following compound?,2.80,3-chloro-4-bromocyclohexanol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for the following compound?,2.00,4-methylpent-2-ene,4-methylpent-2-ene
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.00,3-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,2.90,1-bromo-3-ethyl-2-methylbenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for the following compound?,2.00,4-methylpent-2-ene,4-methylpent-2-ene
What is the IUPAC name for the following compound?,1.50,2-chloro-3-methylpentane,3-chloro-2-methylpentane
What is the IUPAC name for the following compound?,2.80,3-chloro-4-bromocyclohexanol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for the following compound?,2.00,"4-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for the following compound?,2.00,3-methylpent-2-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,2.50,2-ethyl-3-methylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for the following compound?,2.00,4-methylpent-3-ene,4-methylpent-2-ene
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for the following compound?,2.00,2-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,2.00,"4-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for the following compound?,2.00,"4-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,0.65,3-ethylpent-1-ene,3-ethylpent-1-ene
What is the IUPAC name for the following compound?,2.50,3-ethyl-2-methylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for the following compound?,2.00,3-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for this compound?,2.00,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.00,2-methylpent-3-ene,4-methylpent-2-ene
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.00,3-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for this compound?,0.65,2-ethyl-3-methylpent-1-ene,3-ethylpent-1-ene
What is the IUPAC name for the following compound?,2.00,2-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,2.20,1-isopropyl-2-methylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.90,1-bromo-3-ethyl-2-methylbenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for the following compound?,2.00,1-isopropyl-2-methylcyclopentane,"4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.90,1-methyl-2-ethyl-3-bromobenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for this compound?,3.00,3-methyl-4-propyl-5-dimethylhept-1-yne,"3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,3.00,3-methyl-4-propyl-5-dimethylhept-1-yne,"3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.90,1-ethyl-3-methyl-2-bromobenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for the following compound?,1.80,3-bromo-2-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.90,1-ethyl-3-methyl-2-bromobenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for the following compound?,2.00,"4-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for the following compound?,2.50,2-ethyl-3-methylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for the following compound?,1.80,3-bromo-2-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.00,3-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for this compound?,0.50,"1,2-dichloropropane",1-bromo-2-chloropropane
What is the IUPAC name for the following compound?,2.00,2-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for the following compound?,2.20,2-ethyl-1-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,1.50,3-chloro-2-methylpentane,3-chloro-2-methylpentane
What is the IUPAC name for this compound?,0.55,"3,3-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,2.00,"3-ethyl-4,5-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for the following compound?,2.90,1-bromo-2-methyl-3-ethylbenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for the following compound?,2.20,2-methyl-1-ethylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.80,3-chloro-4-bromocyclohexanol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for the following compound?,1.80,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.90,1-bromo-2-methyl-3-ethylbenzene,1-bromo-3-ethyl-2-methylbenzene
What is the IUPAC name for the following compound?,2.20,1-methyl-2-isopropylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.20,1-methyl-2-isopropylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for this compound?,0.45,3-ethylpentane,3-methylpentane
What is the IUPAC name for this compound?,0.45,3-ethylpentane,3-methylpentane
What is the IUPAC name for the following compound?,2.00,"3-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for the following compound?,2.00,"3-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for the following compound?,2.00,2-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,2.00,2-methylpent-1-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,1.80,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,2.50,4-bromo-2-chloro-1-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for this compound?,3.00,"5-propyl-3,4-dimethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.00,"3-ethyl-2,3-dimethylhexane","4-ethyl-2,3-dimethylhexane"
What is the IUPAC name for this compound?,0.55,"2,2-dimethylbutane","2,2-dimethylbutane"
What is the IUPAC name for the following compound?,2.20,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,2.20,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,2.50,3-bromo-1-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.20,1-isopropyl-2-methylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for this compound?,0.40,"2,2-dimethylethane",2-methylpropane
What is the IUPAC name for the following compound?,1.50,2-methyl-3-chloropentane,3-chloro-2-methylpentane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,0.40,"2,2-dimethylethane",2-methylpropane
What is the IUPAC name for this compound?,0.40,"2,2-dimethylethane",2-methylpropane
What is the IUPAC name for this compound?,0.65,1-ethylpent-3-ene,3-ethylpent-1-ene
What is the IUPAC name for this compound?,0.40,"2,2-dimethylethane",2-methylpropane
What is the IUPAC name for this compound?,0.65,1-ethylpent-3-ene,3-ethylpent-1-ene
What is the IUPAC name for this compound?,2.50,3-bromo-1-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,2.50,3-bromo-1-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for the following compound?,2.50,3-methyl-2-ethylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for the following compound?,2.50,3-methyl-2-ethylbutanoic acid,2-ethyl-3-methylbutanoic acid
What is the IUPAC name for the following compound?,2.80,3-chloro-4-bromocyclohexanol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for the following compound?,2.80,3-chloro-4-bromocyclohexanol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for the following compound?,2.00,3-methylpent-2-yne,3-methylpent-1-yne
What is the IUPAC name for the following compound?,2.80,4-chloro-3-bromocyclohexan-1-ol,2-bromo-1-chlorocyclohexan-4-ol
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for the following compound?,2.00,3-methylpent-2-ene,4-methylpent-2-ene
What is the IUPAC name for this compound?,2.00,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,1.80,4-fluoro-3-chloro-2-bromobutane,3-bromo-2-chloro-1-fluorobutane
What is the IUPAC name for the following compound?,2.20,2-isopropyl-1-methylcyclopentane,1-isopropyl-2-methylcyclopentane
What is the IUPAC name for this compound?,2.50,3-bromo-1-chloro-4-methylcyclohexane,4-bromo-2-chloro-1-methylcyclohexane
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,0.50,1-bromo-2-chloropropane,1-bromo-2-chloropropane
What is the IUPAC name for this compound?,2.00,"4-ethyl-2,3-dimethylhex-2-ene","4-ethyl-2,3-dimethylhex-2-ene"
What is the IUPAC name for this compound?,3.00,"3,4-dimethyl-5-ethylhept-1-yne","3,4-dimethyl-5-ethylhept-1-yne"
What is the IUPAC name for this compound?,0.65,3-ethylpent-1-ene,3-ethylpent-1-ene
What is the IUPAC name for this compound?,0.40,2-methylpropane,2-methylpropane
What is the IUPAC name for this compound?,1.50,1-ethyl-2-methylcyclopentane,1-ethyl-2-methylcyclopentane
What is the IUPAC name for the following compound?,1.80,3-bromo-2-chloro-1-fluorobutane,3-bromo-2-chloro-1-fluorobutane
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,S,R
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,S,S
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
What is the IUPAC name for this compound?,2.00,2-bromo-3-chloro-4-fluorobutane,3-bromo-2-chloro-1-fluorobutane
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,R,S
What is the IUPAC name for this compound?,0.40,trans-2-bromocyclohexanol,cis-2-bromocyclohexanol
What is the major product of this reaction?,0.60,2-chlorobutane,2-chlorobutane
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,S,S
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,S,R
What is the stereochemistry of the chiral center in 2-chlorobutane?,2.50,R,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,R,S
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,S,S
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,R,S
Determine the stereochemistry of the chiral center in the following compound and name it.,2.80,R,R
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,R,S
Determine the stereochemistry of the chiral center in 2-hydroxy-3-methylbutanal.,3.00,R,R
Determine the stereochemistry of the chiral center in 3-bromo-2-methylpentane.,3.00,S,S
What is the stereochemistry of carbon 2 in 2-methyl-3-nitropropanoic acid?,2.00,S,S
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,S,S
What is the stereochemistry of the chiral center in 2-amino-3-methylpentanoic acid (alanine)?,2.70,R,S
